-0.00661658755296082,-0.004240258094966222,-0.02972316889382842,-0.006827722178168216,-0.004146332872740103,-0.030077565862190764,-0.007043378176180865,-0.004188272752501721,-0.03039023078694473,-0.00720806772768927,-0.004105161305145794,-0.030748733413550652,-0.0074344980787307575,-0.004119867128528268,-0.031092267539159037,-0.0076530017060311055,-0.004087277956952165,-0.03142673385658789,-0.007889439984559876,-0.004062921923764558,-0.03175716986198035,-0.008134403658292967,-0.004030914127762725,-0.03208964133554049,-0.008303447479823756,-0.004002146567588443,-0.032394347352321544,-0.008506960967308973,-0.003984579837147221,-0.03272890325295799,0.8069878492811977
-0.006235529441249252,-0.003949598170222706,-0.027949438907303736,-0.006411712166991752,-0.003929142290267165,-0.028258757788145704,-0.0065774253813722676,-0.0038889721880980017,-0.028568190023279212,-0.006806875825333592,-0.0038927722267447073,-0.028898711461341747,-0.00699492133949605,-0.003861305218954539,-0.029232610621538358,-0.007161267298150458,-0.003826533826419995,-0.029510920847639212,-0.007391560310975289,-0.0038023899451175617,-0.029817678890198467,-0.007583001045317436,-0.0037960934384485153,-0.030108757648408233,-0.007794639742527471,-0.0037620503450383606,-0.030424603136108317,-0.008034450462681898,-0.0037591453208235437,-0.030745409289011198,0.818654289355634
-0.006679917645353427,-0.004272603625580575,-0.03005223270502348,-0.006885228414484239,-0.004221260924720957,-0.030400404476786432,-0.007116435747166104,-0.004190160028410611,-0.030731255456152774,-0.007284712327077232,-0.004203070701840665,-0.03106679465816843,-0.007515905472942397,-0.0041559266831164175,-0.03141482057131911,-0.0077203919651784685,-0.004136100181239098,-0.03176307791028367,-0.007947134110981918,-0.004111386086330306,-0.03208115201026947,-0.008219376058775858,-0.004071865064587127,-0.03241692130144732,-0.008421035986367663,-0.004040587379643673,-0.032732157765926,-0.008638967774351863,-0.004041345660175034,-0.03306837248667284,0.8049368314449169
-0.00620951423356058,-0.003946491916434888,-0.027960241035258845,-0.006430406528458232,-0.003938164660404423,-0.028340093687267906,-0.006615605088195812,-0.003915487823269097,-0.02864856995990417,-0.00680300597743691,-0.003921153199675635,-0.028935732480278514,-0.006977577668679891,-0.003871712777931494,-0.029218246745295943,-0.007183808150815134,-0.003829298963597507,-0.029568937210095396,-0.007411739347048283,-0.003819997930926452,-0.02989254678603287,-0.007602118475760514,-0.003804792755114541,-0.030155030710583758,-0.007811868448314726,-0.0037584894923455192,-0.03049622023354366,-0.00802327252341111,-0.003726498123811737,-0.030790895298857396,0.818419750839918
-0.005262960722131141,-0.003361438219857134,-0.02369250125984056,-0.005421180521186792,-0.003339928349003442,-0.023946731540323028,-0.00557439521645971,-0.003291349754707949,-0.024210194879747,-0.005748271333978877,-0.003292585172126064,-0.024466633987655376,-0.005913678902737362,-0.003262551646634548,-0.024739637486251298,-0.006106535913396479,-0.0032300699228356303,-0.024975011399706405,-0.0062736249848704875,-0.0032323629158289065,-0.025238857521791284,-0.006423051854863906,-0.003206693412251709,-0.025519300831991002,-0.006588628557921482,-0.0031882417168589187,-0.02578505433682677,-0.006784529644213323,-0.003167202055544884,-0.026029983398154287,0.846508266324171
-0.0004940493164902854,-0.0002865506223428989,-0.0021280369804845766,-0.0005217060439596159,-0.0003102932719006253,-0.0021485865434943655,-0.0005321267106389388,-0.0002858043512624338,-0.002192046135840986,-0.0005004318878179113,-0.00029787303787468954,-0.0022256101359845004,-0.0005306655424806489,-0.00029665662892770366,-0.0022510448656002636,-0.0005179262660522848,-0.0003084830511494346,-0.002298430023704235,-0.0005429469186958709,-0.0003010854331111865,-0.002290262800968318,-0.0005875079508329936,-0.00029898474910515743,-0.0023216504381212482,-0.0006132323589810656,-0.00028786540561532637,-0.002339210592664817,-0.0006043067986627436,-0.00027978305041148784,-0.002371319845355231,0.986128495270392
-0.006576789001442471,-0.0041711391828920365,-0.029658370841028164,-0.006799112925720551,-0.004170006674670186,-0.02998974431476426,-0.006992012103957743,-0.00417180090323371,-0.030301782781104483,-0.00717599006812454,-0.004127535157022467,-0.03065348704670576,-0.007407194345296749,-0.004086353783424162,-0.030985808779403608,-0.007608735197741395,-0.004070079995157652,-0.03127324837105185,-0.007844239124985187,-0.004080347781236841,-0.03166297464265875,-0.008060482806925154,-0.004010953914327121,-0.03197799384046016,-0.008289486178263212,-0.0039884218449483585,-0.03230898943836986,-0.008524765374189154,-0.003986392124361079,-0.03259890775438821,0.8076172601198639
-9.859080178336404e-05,-7.673252505002923e-05,-0.0003575533207513055,-8.033071636253384e-05,-8.908399829276166e-05,-0.0003985905534740461,-8.150677240128481e-05,-3.441381500594566e-05,-0.00037304296518860837,-9.71001383780952e-05,-8.045527803682447e-05,-0.00037679034674098505,-9.890519403263592e-05,-5.1332760894341494e-05,-0.0003981981094679619,-0.0001172124782376928,-4.677148423034979e-05,-0.0003957795942120189,-0.00010630037841994891,-4.4912652382300924e-05,-0.0004263151162985134,-0.00010681663718574571,-5.098832334009505e-05,-0.00043647487157221545,-0.00010656716303480366,-4.044844157728845e-05,-0.00041704217533282124,-0.0001091589594132371,-4.255217886853005e-05,-0.00042258541127025245,0.9975499078198378
-0.005735657647801752,-0.0036354079284270265,-0.025760254449740765,-0.005903383170989695,-0.003612156034696901,-0.026038282073510482,-0.0060874955824770805,-0.0035877166414238384,-0.026332971801782564,-0.0062372850244683175,-0.0035616603062598767,-0.026647912669388072,-0.006449211456016084,-0.0035508620937708467,-0.026939703316420087,-0.006600822833913804,-0.003546726939378625,-0.027190793103413182,-0.006811852951935121,-0.0035399757503209346,-0.02746885091583974,-0.0069620073041524256,-0.003504540378363725,-0.02777551663323053,-0.007237043089974551,-0.003453897068489193,-0.028038799496824498,-0.007423169820274271,-0.0034780808007701,-0.028366709024443014,0.8329256856517337
-0.0004219442922151076,-0.0002587472026229681,-0.0019293123406203224,-0.00043284815345773925,-0.00027738494301832975,-0.001977543675950132,-0.0004736526069995173,-0.000265032180608233,-0.0019939155601149633,-0.0004791295490632791,-0.00027764973350199654,-0.001989459737380305,-0.0004726930804848435,-0.00024300225014794983,-0.0020263154010920566,-0.0004998447259044069,-0.00026817367421705623,-0.002073434916186904,-0.000533524745395553,-0.0002588509900829941,-0.0020936609282968177,-0.0005263520722291384,-0.00024836756178930495,-0.0021107636529918454,-0.0005145906041599652,-0.0002768937944358122,-0.0021049015463153347,-0.0005530875079003072,-0.00024355961784317082,-0.0021609494689312668,0.9873855727462278
-0.00026492238595046127,-0.0001419126581329542,-0.0011628730416575295,-0.0002607339167364914,-0.00016896844663511992,-0.0011979079000172812,-0.00027188974888202625,-0.00017322570752342252,-0.0011965713790618288,-0.000301389518172495,-0.00015920169464843546,-0.0012627304534537501,-0.0003043010350524052,-0.00013400171542015814,-0.0012214981861451534,-0.00028211379243747817,-0.00017260273055754827,-0.001249996754619306,-0.00029450055328655226,-0.00015286410078196774,-0.00125648816328195,-0.0002981801835186074,-0.00017591941434489406,-0.0012809798697650434,-0.0003571566382545427,-0.00017560595222112943,-0.0012732588119261214,-0.000353996287700578,-0.0001481027338890005,-0.0012765501446117395,0.9923231614092332
-0.0004397360735475108,-0.00027779873809321654,-0.0019117410241719685,-0.0004256698746875217,-0.0002813953358658246,-0.0019267892398455624,-0.0004495751011909813,-0.0002888460728230075,-0.0019357199859709009,-0.0004615334723477013,-0.0002463411189450502,-0.0019711771051077525,-0.0004923965038619022,-0.00026734968282228207,-0.001996948104960112,-0.0004863196921087113,-0.0002872295415178375,-0.0020099909795665708,-0.0005144384217324689,-0.0002506516231045676,-0.002034392838780994,-0.0005404993530443578,-0.0002600573107808844,-0.0020367244354043534,-0.0005332970147315403,-0.0002641994416488485,-0.0020738802655043817,-0.0005422944218985513,-0.0002663745395646074,-0.002088951421361773,0.9877329626586745
-0.0051422509367235235,-0.003236050393784587,-0.023031856384852813,-0.005275574950185252,-0.0032581539814327707,-0.02326225323893936,-0.005413961047552094,-0.0032109697976511215,-0.023559467157011002,-0.005577810519825722,-0.0032131828330362548,-0.02381221041135231,-0.0057577631548417245,-0.0031894872254992477,-0.024059077603011347,-0.005898784957689829,-0.0031362386632814983,-0.024329499211472847,-0.006096023504556209,-0.0031436038327800767,-0.02456912502557911,-0.006251813247895908,-0.003112091697266561,-0.02480501783217437,-0.006423735909644319,-0.0030801093194763956,-0.025095835767533676,-0.006589251210648794,-0.003087655052518965,-0.025309264308008558,0.8507225541719416
-0.004861692145233155,-0.003092203291941493,-0.021757464923226465,-0.00498645150636786,-0.0030456034133807676,-0.022023304295275208,-0.0051401950554457445,-0.003045003420896932,-0.02228434388652983,-0.005296142204866745,-0.0030505650710259055,-0.022505311170097984,-0.005471486389624472,-0.003028877674480656,-0.02273411212573199,-0.005599413771797956,-0.0029935511283473363,-0.022999029715870225,-0.005783486232643336,-0.002997682192495994,-0.02325824192428769,-0.00593673287521999,-0.002959417595228191,-0.023483890761417704,-0.006068742302842622,-0.002926516635011831,-0.023747356412739087,-0.006263455295451978,-0.002926434039082209,-0.023986091569518978,0.8587069584917321
-0.002487669725185163,-0.0015843847221903634,-0.011222933063160669,-0.0025676539439564877,-0.0015869197745996414,-0.011340493865461869,-0.002658250669448523,-0.001564347986196673,-0.011464072000903509,-0.0027075407167250656,-0.0015659589080902207,-0.01160277921851079,-0.002812111976553951,-0.0015174919784725566,-0.011723291974747635,-0.0028862540250601133,-0.0015399754117649512,-0.011854508311754875,-0.0029632887718252948,-0.0015384170052945506,-0.01199218556521525,-0.0030557470408606262,-0.0015413993240210723,-0.012098103930412869,-0.0031507237936694,-0.0015298489041683922,-0.012233538283741664,-0.0032278456902531116,-0.0015001805283534504,-0.012365469506876121,0.9272136840704451
