Tmax,best_valid_acc
0.030000000000000002,0.10036363636363636
0.04000000000000001,0.104
0.05,0.10981818181818181
0.06000000000000001,0.11709090909090909
0.07,0.12945454545454546
0.08000000000000002,0.15927272727272726
0.09000000000000001,0.15781818181818183
0.10000000000000002,0.208
0.11000000000000003,0.22254545454545455
0.12000000000000002,0.22472727272727272
0.13,0.2676363636363636
0.14,0.264
0.15000000000000002,0.3003636363636364
0.16,0.31927272727272726
0.17,0.3367272727272727
0.18000000000000002,0.3229090909090909
0.19000000000000003,0.3512727272727273
0.2,0.35563636363636364
