Tmax,best_valid_acc
0.030000000000000002,0.8974545454545455
0.04000000000000001,0.9229090909090909
0.05,0.9556363636363636
0.06000000000000001,0.9294545454545454
0.07,0.92
0.08000000000000002,0.848
0.09000000000000001,0.9236363636363636
0.10000000000000002,0.9258181818181819
0.11000000000000003,0.9330909090909091
0.12000000000000002,0.9643636363636363
0.13,0.9134545454545454
0.14,0.9650909090909091
0.15000000000000002,0.9330909090909091
0.16,0.9541818181818181
0.17,0.9112727272727272
0.18000000000000002,0.9432727272727273
0.19000000000000003,0.9178181818181819
0.2,0.96
