Tmax,best_valid_acc
0.030000000000000002,0.3461818181818182
0.04000000000000001,0.4669090909090909
0.05,0.5076363636363637
0.06000000000000001,0.5061818181818182
0.07,0.4938181818181818
0.08000000000000002,0.5018181818181818
0.09000000000000001,0.5338181818181819
0.10000000000000002,0.4429090909090909
0.11000000000000003,0.552
0.12000000000000002,0.5556363636363636
0.13,0.5338181818181819
0.14,0.5716363636363636
0.15000000000000002,0.5738181818181818
0.16,0.4894545454545455
0.17,0.5549090909090909
0.18000000000000002,0.4829090909090909
0.19000000000000003,0.48145454545454547
0.2,0.56
