epoch,train_loss,valid_loss,train_acc,valid_acc
38,0.011957095935940742,0.011711975559592247,0.04363636363636364,0.04818181818181818
39,0.011872602626681328,0.011632450856268406,0.044848484848484846,0.04727272727272727
40,0.011792280711233616,0.01155680138617754,0.04454545454545455,0.046363636363636364
41,0.011715827509760857,0.011484792456030846,0.04454545454545455,0.04818181818181818
42,0.01164277270436287,0.011415960267186165,0.044848484848484846,0.045454545454545456
43,0.011572889983654022,0.011350143700838089,0.04363636363636364,0.045454545454545456
44,0.01150592416524887,0.011287109926342964,0.04575757575757576,0.042727272727272725
45,0.011441563256084919,0.011226538568735123,0.04818181818181818,0.04
46,0.01137969084084034,0.011168341152369976,0.04818181818181818,0.04181818181818182
47,0.01132018119096756,0.011112384498119354,0.04666666666666667,0.04090909090909091
48,0.011262908577919006,0.011058596894145012,0.04818181818181818,0.042727272727272725
49,0.011207640171051025,0.011006684973835945,0.04696969696969697,0.04181818181818182
50,0.01115427352488041,0.010956594720482826,0.048484848484848485,0.042727272727272725
51,0.011102588847279549,0.01090811938047409,0.05,0.04454545454545455
52,0.011052512563765049,0.010861163958907127,0.051515151515151514,0.04818181818181818
53,0.011003939434885979,0.010815650224685669,0.052121212121212124,0.05
54,0.010956697165966034,0.010771399363875389,0.05303030303030303,0.05272727272727273
55,0.010910897515714169,0.0107285026460886,0.05272727272727273,0.053636363636363635
56,0.010866323485970497,0.010686703957617283,0.05181818181818182,0.053636363636363635
57,0.010822923853993416,0.010645991191267967,0.051515151515151514,0.05545454545454546
58,0.010780595242977142,0.01060628704726696,0.05,0.05272727272727273
59,0.010739236138761044,0.010567513294517994,0.0496969696969697,0.05181818181818182
60,0.010698910802602768,0.010529723949730396,0.04909090909090909,0.05181818181818182
61,0.01065975334495306,0.010493023321032524,0.04818181818181818,0.05090909090909091
62,0.010622147470712662,0.010457783006131649,0.04818181818181818,0.04909090909090909
63,0.010586578398942947,0.010424550622701645,0.0496969696969697,0.04909090909090909
64,0.01055175345391035,0.010392029769718647,0.04878787878787879,0.04727272727272727
65,0.010517600923776627,0.01036015059798956,0.048484848484848485,0.05
66,0.010484018363058567,0.010328808799386024,0.0496969696969697,0.05
67,0.010450948029756546,0.01029797364026308,0.0496969696969697,0.05090909090909091
68,0.010418407618999481,0.010267680510878563,0.05,0.05272727272727273
69,0.01038628164678812,0.010237820446491241,0.05090909090909091,0.04909090909090909
70,0.010354604572057724,0.010208388790488243,0.051515151515151514,0.05090909090909091
71,0.010323438793420792,0.010179378092288971,0.05090909090909091,0.05090909090909091
72,0.010292697697877884,0.010150725021958351,0.051515151515151514,0.05090909090909091
73,0.01026242133229971,0.010122528299689293,0.05090909090909091,0.05090909090909091
74,0.010232615284621716,0.010094810277223587,0.05090909090909091,0.05181818181818182
75,0.01020324882119894,0.010067518800497055,0.05121212121212121,0.05181818181818182
76,0.010174373164772987,0.010040640830993652,0.051515151515151514,0.05181818181818182
77,0.01014616247266531,0.01001437846571207,0.052121212121212124,0.05272727272727273
78,0.010119261220097542,0.009989320300519466,0.05181818181818182,0.05181818181818182
79,0.010092640295624733,0.00996450800448656,0.05181818181818182,0.053636363636363635
80,0.010066332295536995,0.009939971379935741,0.052121212121212124,0.053636363636363635
81,0.010040364228188992,0.009915722534060478,0.05272727272727273,0.053636363636363635
82,0.010014813393354416,0.009891863912343979,0.053636363636363635,0.056363636363636366
83,0.009989719837903976,0.009868429973721504,0.05303030303030303,0.06
84,0.009965327568352222,0.009845633991062641,0.05333333333333334,0.05909090909090909
85,0.009941697120666504,0.009823529981076717,0.05333333333333334,0.05909090909090909
86,0.009918559342622757,0.009801894426345825,0.05272727272727273,0.05818181818181818
87,0.009895974770188332,0.009780792519450188,0.05393939393939394,0.06272727272727273
88,0.009873664937913418,0.009759929031133652,0.05484848484848485,0.060909090909090906
89,0.009851837530732155,0.009739508852362633,0.05454545454545454,0.06181818181818182
90,0.009831659495830536,0.009720610454678535,0.05484848484848485,0.060909090909090906
91,0.009812779724597931,0.009702932089567184,0.05393939393939394,0.06272727272727273
92,0.009794240817427635,0.00968552939593792,0.05515151515151515,0.06272727272727273
93,0.009775928221642971,0.009668326005339622,0.05484848484848485,0.06181818181818182
94,0.0097578763961792,0.00965138990432024,0.056666666666666664,0.060909090909090906
95,0.009739963337779045,0.00963459350168705,0.056363636363636366,0.06
96,0.009722443297505379,0.009618159383535385,0.056363636363636366,0.06
97,0.009705238044261932,0.009602013975381851,0.056363636363636366,0.06
98,0.009688243269920349,0.009586065076291561,0.057272727272727274,0.06
99,0.009671375155448914,0.009570237249135971,0.05696969696969697,0.06
100,0.00965471938252449,0.009554632008075714,0.05696969696969697,0.06363636363636363
101,0.009638258256018162,0.009539199993014336,0.05757575757575758,0.06272727272727273
102,0.009621989913284779,0.009523963555693626,0.057272727272727274,0.06454545454545454
103,0.009605927392840385,0.009508900344371796,0.05757575757575758,0.06363636363636363
104,0.0095899673178792,0.009493954479694366,0.05757575757575758,0.06272727272727273
105,0.00957420188933611,0.009479189291596413,0.05787878787878788,0.06454545454545454
106,0.009558580815792084,0.009464550763368607,0.05787878787878788,0.06454545454545454
107,0.0095431013032794,0.009450037032365799,0.05818181818181818,0.06454545454545454
108,0.009527754038572311,0.009435649961233139,0.05818181818181818,0.06272727272727273
109,0.009512556716799736,0.009421397000551224,0.05818181818181818,0.06272727272727273
110,0.009497473016381264,0.009407246485352516,0.05787878787878788,0.06363636363636363
111,0.009482558816671371,0.009393241256475449,0.05818181818181818,0.06454545454545454
112,0.009467688389122486,0.009379283525049686,0.05818181818181818,0.06363636363636363
113,0.009453000500798225,0.009365489706397057,0.05848484848484849,0.06454545454545454
114,0.00943845883011818,0.009351821616292,0.05787878787878788,0.06454545454545454
115,0.009424088522791862,0.009338324889540672,0.05757575757575758,0.06363636363636363
116,0.009409808553755283,0.009324905462563038,0.05818181818181818,0.060909090909090906
117,0.009395638480782509,0.009311586618423462,0.05909090909090909,0.06181818181818182
118,0.009381622076034546,0.009298410266637802,0.059393939393939395,0.06272727272727273
119,0.009367652237415314,0.009285267442464828,0.058787878787878785,0.06272727272727273
120,0.009353803470730782,0.009272231720387936,0.059393939393939395,0.06181818181818182
121,0.009340094402432442,0.009259328246116638,0.06,0.060909090909090906
122,0.009326563216745853,0.009246598929166794,0.05909090909090909,0.060909090909090906
123,0.00931317638605833,0.00923401489853859,0.05909090909090909,0.060909090909090906
124,0.009299926459789276,0.009221558459103107,0.05848484848484849,0.06181818181818182
125,0.009287085384130478,0.009209600277245045,0.05848484848484849,0.06181818181818182
126,0.009274372830986977,0.009197738021612167,0.05757575757575758,0.060909090909090906
127,0.009261757135391235,0.009185981005430222,0.057272727272727274,0.06272727272727273
128,0.009249203838407993,0.009174284525215626,0.057272727272727274,0.06272727272727273
129,0.009236798621714115,0.00916271097958088,0.05787878787878788,0.06181818181818182
130,0.00922452937811613,0.00915122963488102,0.05848484848484849,0.06
131,0.009212348610162735,0.009139842353761196,0.05787878787878788,0.06
132,0.009200481697916985,0.009128719568252563,0.05787878787878788,0.06
133,0.009188861586153507,0.009117827750742435,0.05757575757575758,0.06181818181818182
134,0.009177323430776596,0.00910700112581253,0.05848484848484849,0.06272727272727273
135,0.009165843017399311,0.009096220135688782,0.05909090909090909,0.06272727272727273
136,0.00915452465415001,0.00908560212701559,0.0596969696969697,0.06454545454545454
137,0.009143122471868992,0.00907487515360117,0.0596969696969697,0.06363636363636363
138,0.009131886065006256,0.009064308367669582,0.0603030303030303,0.06545454545454546
139,0.009120713919401169,0.009053831920027733,0.0603030303030303,0.06909090909090909
140,0.009109562262892723,0.009043339639902115,0.060909090909090906,0.07090909090909091
141,0.009098506532609463,0.009032933041453362,0.060909090909090906,0.07
142,0.009087510406970978,0.00902257114648819,0.0603030303030303,0.07
143,0.009076597169041634,0.009012270718812943,0.06,0.07
144,0.00906574446707964,0.009002022445201874,0.059393939393939395,0.07090909090909091
145,0.009054934605956078,0.008991807699203491,0.0596969696969697,0.07
146,0.009044238366186619,0.008981677703559399,0.06,0.07090909090909091
147,0.009033570066094398,0.008971583098173141,0.06060606060606061,0.07090909090909091
148,0.009023037739098072,0.00896161887794733,0.06060606060606061,0.07272727272727272
149,0.009012432768940926,0.008951571770012379,0.06,0.07181818181818182
150,0.009001938626170158,0.008941632695496082,0.06121212121212121,0.07181818181818182
151,0.008991539478302002,0.008931783959269524,0.06181818181818182,0.07181818181818182
152,0.008981181308627129,0.008921977132558823,0.06121212121212121,0.07272727272727272
153,0.008970890194177628,0.008912233635783195,0.06212121212121212,0.07272727272727272
154,0.008960629813373089,0.00890250876545906,0.062424242424242424,0.07272727272727272
155,0.008950437419116497,0.008892863988876343,0.06121212121212121,0.07272727272727272
156,0.008940311148762703,0.008883262984454632,0.06212121212121212,0.07272727272727272
157,0.008930221199989319,0.008873702958226204,0.06272727272727273,0.07272727272727272
158,0.00892017874866724,0.008864191360771656,0.06303030303030303,0.07272727272727272
159,0.008910217322409153,0.008854750543832779,0.06333333333333334,0.07363636363636364
160,0.008900292217731476,0.008845318108797073,0.06333333333333334,0.07545454545454545
161,0.00889038946479559,0.008835926651954651,0.06454545454545454,0.07545454545454545
162,0.008880543522536755,0.008826578967273235,0.06575757575757575,0.07545454545454545
163,0.008870750665664673,0.008817294612526894,0.06666666666666667,0.07636363636363637
164,0.008861002512276173,0.008808051235973835,0.06636363636363636,0.07727272727272727
165,0.008851282298564911,0.008798814378678799,0.06727272727272728,0.07727272727272727
166,0.008841628208756447,0.008789656683802605,0.06727272727272728,0.07818181818181819
167,0.008832026273012161,0.008780532516539097,0.06727272727272728,0.07909090909090909
168,0.008822474628686905,0.008771460503339767,0.06696969696969697,0.08
169,0.008812978863716125,0.008762448094785213,0.06696969696969697,0.07909090909090909
170,0.008803464472293854,0.008753407746553421,0.06666666666666667,0.07818181818181819
171,0.008794051595032215,0.00874446053057909,0.06666666666666667,0.07818181818181819
172,0.00878467783331871,0.008735550567507744,0.06666666666666667,0.0809090909090909
173,0.008775321766734123,0.008726639673113823,0.06666666666666667,0.0809090909090909
174,0.008766012266278267,0.008717792108654976,0.06606060606060606,0.0809090909090909
175,0.008756756782531738,0.008708987385034561,0.06696969696969697,0.0809090909090909
176,0.008747546933591366,0.008700225502252579,0.06696969696969697,0.0809090909090909
177,0.008738359436392784,0.008691472932696342,0.06666666666666667,0.08
178,0.008729263208806515,0.008682812564074993,0.06666666666666667,0.0809090909090909
179,0.008720151148736477,0.008674112148582935,0.06727272727272728,0.08181818181818182
180,0.008711104281246662,0.008665474131703377,0.06757575757575758,0.08181818181818182
181,0.00870213657617569,0.008656891994178295,0.06757575757575758,0.0809090909090909
182,0.008693167008459568,0.00864832941442728,0.06878787878787879,0.08
183,0.008684245869517326,0.008639815263450146,0.06878787878787879,0.0809090909090909
184,0.008675385266542435,0.008631342090666294,0.06878787878787879,0.0809090909090909
185,0.008666573092341423,0.008622929453849792,0.0696969696969697,0.08181818181818182
186,0.008657773956656456,0.008614500984549522,0.06909090909090909,0.08272727272727273
187,0.0086490074172616,0.008606133051216602,0.06909090909090909,0.08454545454545455
188,0.008640301413834095,0.00859781727194786,0.0696969696969697,0.08454545454545455
189,0.008631589822471142,0.008589482866227627,0.07,0.08454545454545455
190,0.008622948080301285,0.008581217378377914,0.07,0.08454545454545455
191,0.00861435104161501,0.008572982624173164,0.07181818181818182,0.08545454545454545
192,0.008605806156992912,0.008564782328903675,0.07121212121212121,0.08454545454545455
193,0.008597264066338539,0.00855659693479538,0.07121212121212121,0.08454545454545455
194,0.008588770404458046,0.008548455312848091,0.07181818181818182,0.08363636363636363
195,0.008580336347222328,0.008540356531739235,0.07242424242424242,0.08363636363636363
196,0.008571907877922058,0.008532289415597916,0.07242424242424242,0.08272727272727273
197,0.00856349989771843,0.008524230681359768,0.07212121212121213,0.08363636363636363
198,0.008555162698030472,0.008516229689121246,0.07272727272727272,0.08363636363636363
199,0.008546867407858372,0.008508260361850262,0.07333333333333333,0.08454545454545455
200,0.008538583293557167,0.008500316180288792,0.07424242424242425,0.08818181818181818
201,0.008530366234481335,0.008492425084114075,0.07393939393939394,0.08727272727272728
202,0.0085221566259861,0.008484555408358574,0.07303030303030303,0.08727272727272728
203,0.008513984270393848,0.00847671553492546,0.07424242424242425,0.08727272727272728
204,0.008505850099027157,0.008468907326459885,0.07515151515151515,0.08818181818181818
205,0.008497781120240688,0.008461151272058487,0.07454545454545454,0.08727272727272728
206,0.008489696308970451,0.008453408256173134,0.07484848484848484,0.08727272727272728
207,0.008481664583086967,0.008445711806416512,0.07545454545454545,0.08818181818181818
208,0.008473671041429043,0.008438038639724255,0.07575757575757576,0.08818181818181818
209,0.008465699851512909,0.00843039620667696,0.07606060606060606,0.08636363636363636
210,0.00845777615904808,0.008422787301242352,0.07575757575757576,0.08636363636363636
211,0.0084498580545187,0.00841521006077528,0.07575757575757576,0.08636363636363636
212,0.008441965095698833,0.008407622575759888,0.07575757575757576,0.08727272727272728
213,0.008434103801846504,0.0084000825881958,0.07575757575757576,0.0890909090909091
214,0.008426273241639137,0.008392543531954288,0.07606060606060606,0.0890909090909091
215,0.008418446406722069,0.008385032415390015,0.07636363636363637,0.0890909090909091
216,0.008410646580159664,0.008377524092793465,0.07727272727272727,0.09
217,0.008402887731790543,0.008370054885745049,0.07818181818181819,0.09
218,0.008395137265324593,0.008362600579857826,0.07848484848484849,0.09181818181818181
219,0.0083874287083745,0.00835516769438982,0.07848484848484849,0.09181818181818181
220,0.008379727602005005,0.008347747847437859,0.07818181818181819,0.09181818181818181
221,0.008372066542506218,0.008340372703969479,0.07878787878787878,0.09181818181818181
222,0.008364425040781498,0.008333002217113972,0.0796969696969697,0.09181818181818181
223,0.008356808684766293,0.008325671777129173,0.08,0.09363636363636364
224,0.008349206298589706,0.008318353444337845,0.0803030303030303,0.09363636363636364
225,0.008341660723090172,0.008311072364449501,0.08,0.09363636363636364
226,0.00833410769701004,0.008303789421916008,0.08151515151515151,0.09363636363636364
227,0.008326583541929722,0.008296534419059753,0.0809090909090909,0.09363636363636364
228,0.008319075219333172,0.008289296180009842,0.08121212121212121,0.09363636363636364
229,0.008311678655445576,0.008282178081572056,0.08212121212121212,0.09363636363636364
230,0.008304359391331673,0.008275077678263187,0.08272727272727273,0.09363636363636364
231,0.008297106251120567,0.008268076926469803,0.08303030303030302,0.09181818181818181
232,0.00828991923481226,0.008261139504611492,0.08363636363636363,0.09181818181818181
233,0.008282768540084362,0.008254236541688442,0.08393939393939394,0.09272727272727273
234,0.00827555451542139,0.008247246965765953,0.08424242424242424,0.09272727272727273
235,0.008268440142273903,0.008240371942520142,0.08575757575757575,0.09363636363636364
236,0.008261328563094139,0.008233480155467987,0.08666666666666667,0.09363636363636364
237,0.008254218846559525,0.008226619102060795,0.08575757575757575,0.09454545454545454
238,0.008247163146734238,0.008219805546104908,0.08545454545454545,0.09454545454545454
239,0.008240090683102608,0.00821295753121376,0.08575757575757575,0.09363636363636364
240,0.008233061991631985,0.008206162601709366,0.08575757575757575,0.09363636363636364
241,0.008226016536355019,0.00819936953485012,0.08636363636363636,0.09636363636363636
242,0.00821902509778738,0.008192615583539009,0.08727272727272728,0.09636363636363636
243,0.008212082087993622,0.008185913786292076,0.08727272727272728,0.09636363636363636
244,0.008205113932490349,0.008179177530109882,0.08757575757575757,0.09727272727272727
245,0.008198196068406105,0.008172477595508099,0.0890909090909091,0.09727272727272727
246,0.008191298693418503,0.008165806531906128,0.08969696969696969,0.09727272727272727
247,0.008184411562979221,0.008159146644175053,0.09,0.09727272727272727
248,0.008177531883120537,0.008152496069669724,0.0890909090909091,0.09727272727272727
249,0.008170688524842262,0.00814588088542223,0.08848484848484849,0.09727272727272727
250,0.008163866586983204,0.008139279671013355,0.08848484848484849,0.09545454545454546
251,0.008157070726156235,0.00813270267099142,0.08757575757575757,0.09454545454545454
252,0.008150271140038967,0.008126132190227509,0.08787878787878788,0.09363636363636364
253,0.008143503218889236,0.008119581267237663,0.08818181818181818,0.09454545454545454
254,0.008136761374771595,0.008113052695989609,0.08818181818181818,0.09545454545454546
255,0.008130015805363655,0.0081065334379673,0.08787878787878788,0.09454545454545454
256,0.00812332984060049,0.008100051432847977,0.08696969696969697,0.09454545454545454
257,0.008116617798805237,0.008093574084341526,0.08727272727272728,0.09454545454545454
258,0.008109936490654945,0.00808711163699627,0.08757575757575757,0.09545454545454546
259,0.008103297092020512,0.008080681785941124,0.08787878787878788,0.09727272727272727
260,0.008096646517515182,0.008074261248111725,0.08787878787878788,0.09545454545454546
261,0.008090042509138584,0.008067871443927288,0.08848484848484849,0.09636363636363636
262,0.008083442226052284,0.008061487227678299,0.08787878787878788,0.09727272727272727
263,0.008076846599578857,0.008055116049945354,0.08787878787878788,0.09818181818181818
264,0.00807030126452446,0.008048785850405693,0.08757575757575757,0.09818181818181818
265,0.008063766174018383,0.008042457513511181,0.08696969696969697,0.09818181818181818
266,0.008057251572608948,0.00803615152835846,0.08666666666666667,0.09727272727272727
267,0.00805075652897358,0.008029861375689507,0.08696969696969697,0.09727272727272727
268,0.008044285699725151,0.008023588918149471,0.08696969696969697,0.09727272727272727
269,0.00803782232105732,0.008017330430448055,0.08636363636363636,0.09727272727272727
270,0.008031384088099003,0.008011091500520706,0.08666666666666667,0.09818181818181818
271,0.008025093004107475,0.008004964329302311,0.08666666666666667,0.09909090909090909
272,0.008018910884857178,0.007998950779438019,0.08696969696969697,0.09727272727272727
273,0.008012654259800911,0.00799284316599369,0.08696969696969697,0.09727272727272727
274,0.008006465621292591,0.007986795157194138,0.08727272727272728,0.09727272727272727
275,0.008000334724783897,0.00798081699758768,0.08818181818181818,0.09909090909090909
276,0.007994233630597591,0.007974867708981037,0.08787878787878788,0.1
277,0.007988140918314457,0.007968914695084095,0.08818181818181818,0.1009090909090909
278,0.007982107810676098,0.007962999865412712,0.08787878787878788,0.09727272727272727
279,0.007976040244102478,0.007957079447805882,0.08787878787878788,0.09818181818181818
280,0.007970010861754417,0.007951182313263416,0.08757575757575757,0.09818181818181818
281,0.00796397216618061,0.0079452870413661,0.08848484848484849,0.09818181818181818
282,0.007957955822348595,0.007939406670629978,0.08848484848484849,0.09909090909090909
283,0.007951952517032623,0.007933544926345348,0.0890909090909091,0.09909090909090909
284,0.007945992052555084,0.007927712053060532,0.0890909090909091,0.09818181818181818
285,0.007940053008496761,0.007921898737549782,0.0893939393939394,0.09909090909090909
286,0.007934060879051685,0.00791606493294239,0.09,0.09909090909090909
287,0.007928119972348213,0.007910257205367088,0.09,0.1
288,0.007922187447547913,0.007904460653662682,0.08969696969696969,0.1
289,0.007916279137134552,0.007898686453700066,0.09,0.1009090909090909
290,0.007910389453172684,0.00789293460547924,0.0903030303030303,0.1009090909090909
291,0.00790455099195242,0.007887236773967743,0.0906060606060606,0.10272727272727272
292,0.007898659445345402,0.007881472818553448,0.09151515151515152,0.10272727272727272
293,0.00789283961057663,0.007875782437622547,0.09212121212121212,0.10272727272727272
294,0.007886987179517746,0.00787004642188549,0.09212121212121212,0.10272727272727272
295,0.007881177589297295,0.00786435604095459,0.09212121212121212,0.10272727272727272
296,0.007875381968915462,0.007858678698539734,0.09333333333333334,0.10272727272727272
297,0.007869589142501354,0.007853010669350624,0.09363636363636364,0.10272727272727272
298,0.00786379911005497,0.007847350090742111,0.09393939393939393,0.10363636363636364
299,0.00785805843770504,0.007841723039746284,0.09454545454545454,0.10454545454545454
300,0.007852303795516491,0.007836101576685905,0.09424242424242424,0.10545454545454545
301,0.007846571505069733,0.007830492220818996,0.09454545454545454,0.10363636363636364
302,0.007840866222977638,0.007824902422726154,0.09515151515151515,0.10363636363636364
303,0.007835197262465954,0.00781935453414917,0.09454545454545454,0.10545454545454545
304,0.007829520851373672,0.007813787087798119,0.09454545454545454,0.10545454545454545
305,0.007823838852345943,0.007808211259543896,0.09393939393939393,0.10636363636363637
306,0.007818182930350304,0.007802661973983049,0.09484848484848485,0.10636363636363637
307,0.007812549360096455,0.007797130383551121,0.09515151515151515,0.10727272727272727
308,0.007806895300745964,0.007791589945554733,0.09515151515151515,0.10727272727272727
309,0.0078013017773628235,0.00778608676046133,0.09515151515151515,0.11
310,0.007795687764883041,0.007780585903674364,0.09515151515151515,0.11
311,0.007790113799273968,0.007775116711854935,0.09545454545454546,0.11
312,0.007784512359648943,0.007769596762955189,0.09606060606060605,0.11
313,0.007778964936733246,0.007764137350022793,0.09636363636363636,0.11
314,0.0077734170481562614,0.00775869470089674,0.09696969696969697,0.11090909090909092
315,0.007767881732434034,0.007753246463835239,0.09727272727272727,0.10909090909090909
316,0.007762367837131023,0.007747826166450977,0.09848484848484848,0.10909090909090909
317,0.007756892591714859,0.007742428220808506,0.09878787878787879,0.10818181818181818
318,0.007751418277621269,0.007737039588391781,0.09909090909090909,0.10818181818181818
319,0.0077459122985601425,0.007731638383120298,0.09909090909090909,0.10818181818181818
320,0.007740443572402,0.007726266048848629,0.09909090909090909,0.10818181818181818
321,0.007735011167824268,0.007720915600657463,0.09878787878787879,0.10818181818181818
322,0.007729590870440006,0.007715579587966204,0.09878787878787879,0.10909090909090909
323,0.007724178954958916,0.007710253819823265,0.09909090909090909,0.10909090909090909
324,0.0077187903225421906,0.007704943418502808,0.0993939393939394,0.10909090909090909
325,0.007713430095463991,0.0076996805146336555,0.0993939393939394,0.10909090909090909
326,0.007708033546805382,0.007694361265748739,0.0996969696969697,0.10818181818181818
327,0.007702677510678768,0.007689084392040968,0.1003030303030303,0.10818181818181818
328,0.007697366178035736,0.007683871779590845,0.1,0.10818181818181818
329,0.0076920036226511,0.007678567431867123,0.1,0.10818181818181818
330,0.00768667459487915,0.007673332467675209,0.1006060606060606,0.10818181818181818
331,0.007681369781494141,0.007668104022741318,0.1,0.10818181818181818
332,0.007676080800592899,0.007662879768759012,0.1,0.10727272727272727
333,0.007670802995562553,0.007657676003873348,0.1,0.10818181818181818
334,0.007665541954338551,0.00765248853713274,0.0996969696969697,0.10818181818181818
335,0.00766028044745326,0.007647289428859949,0.0993939393939394,0.10909090909090909
336,0.007655055727809668,0.007642132695764303,0.09878787878787879,0.10909090909090909
337,0.007649825420230627,0.007636955939233303,0.0996969696969697,0.11
338,0.0076446328312158585,0.007631819229573011,0.09909090909090909,0.11
339,0.007639413699507713,0.007626677863299847,0.0993939393939394,0.11090909090909092
340,0.007634293753653765,0.007621632888913155,0.0996969696969697,0.11090909090909092
341,0.007629073224961758,0.007616459392011166,0.09878787878787879,0.11
342,0.007623943965882063,0.007611383683979511,0.1,0.11
343,0.00761876255273819,0.0076062846928834915,0.1,0.11
344,0.007613660767674446,0.007601249031722546,0.1006060606060606,0.11
345,0.0076085226610302925,0.007596171461045742,0.1009090909090909,0.11181818181818182
346,0.007603412494063377,0.007591121830046177,0.1009090909090909,0.11181818181818182
347,0.007598339579999447,0.007586102932691574,0.1006060606060606,0.11181818181818182
348,0.007593240588903427,0.007581070065498352,0.1009090909090909,0.11090909090909092
349,0.007588174659758806,0.0075760530307888985,0.1009090909090909,0.11090909090909092
350,0.0075830863788723946,0.00757103506475687,0.1009090909090909,0.11090909090909092
351,0.007578035816550255,0.007566042244434357,0.1006060606060606,0.11090909090909092
352,0.007572996895760298,0.0075610605999827385,0.1006060606060606,0.11090909090909092
353,0.0075679863803088665,0.0075561110861599445,0.1,0.11
354,0.007562985643744469,0.007551149465143681,0.0996969696969697,0.11090909090909092
355,0.007557952776551247,0.007546185981482267,0.0993939393939394,0.11181818181818182
356,0.007552972994744778,0.007541257422417402,0.0996969696969697,0.11090909090909092
357,0.007547984831035137,0.007536334916949272,0.0996969696969697,0.11272727272727273
358,0.007543010171502829,0.007531426846981049,0.0996969696969697,0.11272727272727273
359,0.007538073230534792,0.007526538334786892,0.0996969696969697,0.11272727272727273
360,0.0075331078842282295,0.007521644234657288,0.09848484848484848,0.11272727272727273
361,0.007528187707066536,0.007516774814575911,0.09878787878787879,0.11363636363636363
362,0.007523247506469488,0.0075119007378816605,0.09848484848484848,0.11363636363636363
363,0.007518360391259193,0.0075070858001708984,0.09818181818181818,0.11454545454545455
364,0.0075134895741939545,0.007502274587750435,0.09818181818181818,0.11363636363636363
365,0.0075085898861289024,0.007497433573007584,0.09757575757575758,0.11363636363636363
366,0.007503756321966648,0.007492663338780403,0.09757575757575758,0.11181818181818182
367,0.007498887833207846,0.007487858179956675,0.09727272727272727,0.11090909090909092
368,0.007494066841900349,0.007483108434826136,0.09757575757575758,0.11090909090909092
369,0.0074893031269311905,0.007478420622646809,0.09757575757575758,0.11181818181818182
370,0.007484593894332647,0.007473785895854235,0.09757575757575758,0.11454545454545455
371,0.00747991306707263,0.007469186559319496,0.09636363636363636,0.11454545454545455
372,0.007475233171135187,0.007464593276381493,0.09666666666666666,0.11363636363636363
373,0.007470582611858845,0.0074600218795239925,0.09575757575757576,0.11272727272727273
